Component,specimenID,libraryID,assay,platform,referenceSet,dnaBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,readLength,runType,totalReads,ratio260over280,ratio260over230,GQN
AssayWholeExomeSeqMetadataTemplate,,,,,,,,,,,,,,,
