Component,specimenID,libraryID,assay,platform,sampleBarcode,RIN,referenceSet,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,libraryVersion,libraryType,isStranded,readStrandOrigin,readLength,runType,totalReads,validBarcodeReads,numberCells,medianGenes,medianUMIs
AssayScrnaSeqMetadataTemplate,,,,,,,,,,,,,,,,,,,,,,,
