Component,Filename,individualID,specimenID,isMultiSpecimen,assay,fileFormat,consortium,study,grant,resourceType,dataType,dataSubtype,metadataType,analysisType,isModelSystem,chromosome,species
FileAnnotationTemplate,,,,,,,,,,,,,,,,,
